EMPRESA;ID_EMPRESA;TIPO_OPERADOR;ANNO;TRIMESTRE;FECHA;HORA_INICIO;HORA_FIN;DURACION;PROGRAMA;CLASIFICACION;GENERO;TIPO;CLOSED_CAPTION;LENGUA_SENAS;SUBTITULADO;LENGUAS_NATIVAS
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;00:00:33;00:28:33;00:28:00;HUELLAS DEL AMADO;FAMILIAR;NO FICCIÓN;EDUCATIVO;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;00:30:15;00:59:10;00:28:55;PLAN B;FAMILIAR;NO FICCIÓN;EDUCATIVO;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;01:00:14;02:28:14;01:28:00;DESDE EL PÚLPITO;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;02:30:15;03:29:15;00:59:00;MENSAJE DE ESPERANZA;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;03:30:14;03:58:14;00:28:00;EL PUEDE HACERLO DE NUEVO;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;04:00:14;06:00:14;02:00:00;AVIVAMIENTO ABN;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;06:01:24;06:26:54;00:25:30;EL AMOR QUE VALE;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;06:30:15;07:59:38;01:29:23;MUSICA ABN;FAMILIAR;NO FICCIÓN;MUSICAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;08:00:16;08:59:26;00:59:10;MENSAJE DE ESPERANZA;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;09:00:14;09:28:43;00:28:29;RANDY MORRISON;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;09:30:16;09:58:44;00:28:28;BAYLESS CONLEY;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;10:00:16;10:28:16;00:28:00;MUSICA ABN;FAMILIAR;NO FICCIÓN;MUSICAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;10:30:16;10:58:16;00:28:00;HUELLAS DEL AMADO;FAMILIAR;NO FICCIÓN;EDUCATIVO;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;11:00:16;12:28:16;01:28:00;DESDE EL PÚLPITO;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;12:30:16;12:58:16;00:28:00;LA VOZ DE VICTORIA;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;13:00:16;13:28:04;00:27:48;CLUB 700 HOY;FAMILIAR;NO FICCIÓN;VARIEDADES;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;13:30:16;13:57:16;00:27:00;EL PUEDE HACERLO DE NUEVO;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;14:00:16;14:27:46;00:27:30;MUNDO CRISTIANO;FAMILIAR;INFORMATIVO;NOTICIERO;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;14:30:17;14:58:17;00:28:00;VIVE MAS ;FAMILIAR;NO FICCIÓN;TESTIMONIAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;15:00:16;15:28:26;00:28:10;CORNERSTONE EN ESPAÑOL;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;15:30:16;16:29:16;00:59:00;CONCIERTOS ABN;FAMILIAR;NO FICCIÓN;MUSICAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;16:30:16;16:58:16;00:28:00;SUPERLIBRO;INFANTIL;FICCIÓN;INFANTIL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;17:00:16;17:28:16;00:28:00;ANIMADOS ABN;INFANTIL;FICCIÓN;INFANTIL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;17:30:16;17:58:16;00:28:00;ANIMADOS ABN;INFANTIL;FICCIÓN;INFANTIL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;18:01:08;18:59:08;00:58:00;SIN MITÓMANOS;FAMILIAR;NO FICCIÓN;TESTIMONIAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;19:00:17;19:28:47;00:28:30;NOTICIERO DEL SENADO;FAMILIAR;NO FICCIÓN;ESTATAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;19:30:16;19:58:04;00:27:48;CLUB 700 HOY;FAMILIAR;NO FICCIÓN;VARIEDADES;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;20:00:16;20:27:16;00:27:00;EL PUEDE HACERLO DE NUEVO;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;20:30:16;20:58:46;00:28:30;VIDA DURA;FAMILIAR;NO FICCIÓN;TESTIMONIAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;21:00:16;21:28:44;00:28:28;ES SOBRENATURAL;FAMILIAR;NO FICCIÓN;TESTIMONIAL;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;21:30:16;21:58:16;00:28:00;LA VOZ DE VICTORIA;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN COMUNIDAD DE RESTAURACIÓN ;800214261;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;22:00:16;00:00:16;02:00:00;AVIVAMIENTO ABN;FAMILIAR;NO FICCIÓN;PREDICACIÓN;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;06:00:00;06:02:00;00:02:00;HIMNO;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;06:02:00;07:00:00;00:58:00;AL LIMITE;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;07:00:00;08:00:00;01:00:00;REP NOTICIAS ;ADULTO;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;08:00:00;09:00:00;01:00:00;CUENTOS DE LOS HERMANOS GREEM;INFANTIL;FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;09:00:00;10:00:00;01:00:00;QUE GRAN IDEA;INFANTIL;FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;10:00:00;12:00:00;02:00:00;GENERACION BISENTENARIO;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;12:00:00;13:00:00;01:00:00;CIENCIA ALA CARTA;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;13:00:00;14:00:00;01:00:00;NOTCIERO EMISION 1PM ;ADULTO;INFORMATIVO;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;14:00:00;15:00:00;01:00:00;EL CHICO;INFANTIL;FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;15:00:00;16:00:00;01:00:00;POR EL MUNDO ENTRO AMI CASA;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;16:00:00;17:00:00;01:00:00;LA CASA DE COLORES;ADOLESCENTE;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;17:00:00;18:00:00;01:00:00;REPORTERA X;ADOLESCENTE;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;18:00:00;19:00:00;01:00:00;A BUENA HORA ;ADOLESCENTE;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;19:00:00;20:00:00;01:00:00;MUSICOS DE LATINOAMERICA ;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;20:00:00;21:00:00;01:00:00;NOTCIERO EMISION 1PM REP;ADULTO;INFORMATIVO;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;21:00:00;22:00:00;01:00:00;INSTINTO NATURAL;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;22:00:00;23:00:00;01:00:00;ELEMENTO VITAL;ADOLESCENTE;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;23:00:00;00:00:00;01:00:00;MUSICA BRUTAL;ADOLESCENTE;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;00:00:00;01:00:00;01:00:00;EN EL NOMBRE DE LA GLORIA;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;01:00:00;02:00:00;01:00:00;CHAPLIN;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;02:00:00;03:00:00;01:00:00;HOMBRES DE HONOR;ADULTO;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;03:00:00;04:00:00;01:00:00;PILARES DE PAZ;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;04:00:00;05:00:00;01:00:00;EXPRESO COLOMBIA;FAMILIAR;NO FICCIÓN;ND;NINGUNO;NO;NO;NO
ASOCIACIÓN DE TELEVIDENTES DE LA ESTACIÓN LOCAL DEL NORTE - ATN;900039384;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;05:00:00;06:00:00;01:00:00;LA EXCURSION DE ZAMBA ;INFANTIL;FICCIÓN;ND;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;00:00:00;02:00:00;02:00:00;NUESTRO APLAUSSO REPETICIÓN ;FAMILIAR;INFORMATIVO;MAGAZINE VARIADO;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;02:00:00;02:30:00;00:30:00;MÚSICA VARIADA;FAMILIAR;FICCIÓN;MÚSICA;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;02:30:00;03:00:00;00:30:00;TESTIGO DIRECTO REPETICIÓN;FAMILIAR;INFORMATIVO;PERIODISMO;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;03:00:00;04:00:00;01:00:00;LENGUAJE ROCK REPETICIÓN;FAMILIAR;INFORMATIVO;MAGAZINE DE ROCK;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;04:00:00;06:00:00;02:00:00;MÚSICA;FAMILIAR;FICCIÓN;VIDEOS MUSICALES;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;06:00:00;06:02:00;00:02:00;HIMNOS;FAMILIAR;INFORMATIVO;HIMNOS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;06:02:00;07:00:00;00:58:00;SUPERNOTICIAS DE VALLE;FAMILIAR;INFORMATIVO;NOTICIAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;07:00:00;08:00:00;01:00:00;SUPERNOTICIAS DE VALLE;FAMILIAR;INFORMATIVO;HUMOR POLÍTICO;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;08:00:00;10:00:00;02:00:00;SUPERNOTICIAS DE VALLE;FAMILIAR;INFORMATIVO;DEBATES;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;10:00:00;11:00:00;01:00:00;DOCUMENTALES CALITV;FAMILIAR;INFORMATIVO;CULTURA CIENCIA SALUD;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;11:00:00;11:30:00;00:30:00;BIOGRAFÍAS CALITV;FAMILIAR;INFORMATIVO;BIOGRAFÍAS;NINGUNO;NO;SI;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;11:30:00;12:00:00;00:30:00;ARTE ESQUINA CON REPETICIÓN;FAMILIAR;NO FICCIÓN;EXPRESIONES ARTISTICAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;12:00:00;12:30:00;00:30:00;SUPERNOTICIAS DEL MEDIODÍA;FAMILIAR;INFORMATIVO;NOTICIAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;12:30:00;13:00:00;00:30:00;MI CIUDAD EN BICICLETA REPETICIÓN;FAMILIAR;NO FICCIÓN;EXPERIENCIAS EN BICICLETA;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;13:00:00;14:00:00;00:01:00;INFORMATIVO NACIONAL;FAMILIAR;INFORMATIVO;NOTICIAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;14:00:00;14:30:00;00:30:00;LA LLEVA INTERNACIONAL;INFANTIL;NO FICCIÓN;CULTURA;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;14:30:00;15:00:00;00:30:00;DON QUIJOTE DE LA LACTEA;INFANTIL;INFANTIL;EDUCATIVO;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;15:00:00;15:30:00;00:30:00;SUPERLIBRO;INFANTIL;INFANTIL;VALORES;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;15:30:00;16:30:00;00:30:00;EXPLORANDO EL INGLÉS CON MR. RESTITUYO;FAMILIAR;INFORMATIVO;CLASES DE INGLÉS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;16:30:00;17:00:00;00:30:00;COSMOGONÍAS REPETICIÓN;INFANTIL;INFANTIL;VALORES;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;17:00:00;18:00:00;01:00:00;HAGALO EN CASA;FAMILIAR;NO FICCIÓN;MAGAZINE DE MANUALIDADES;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;18:00:00;18:02:00;00:02:00;HIMNOS;FAMILIAR;INFORMATIVO;HIMNOS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;18:02:00;18:30:00;00:28:00;ALTERNATIVAS DEL MILENIO;FAMILIAR;INFORMATIVO;MAGAZINE DE SALUD;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;18:30:00;19:00:00;00:30:00;SUPERNOTICIAS DEL MEDIODÍA REPETICIÓN;FAMILIAR;INFORMATIVO;NOTICIAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;19:00:00;21:30:00;02:30:00;GENERACIÓN R;FAMILIAR;INFORMATIVO;MAGAZINE BALADAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;21:30:00;22:00:00;00:30:00;TESTIGO DIRECTO REPETICIÓN;FAMILIAR;INFORMATIVO;PERIODISMO;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;22:00:00;22:30:00;00:30:00;KAISER REPORT REPETICIÓN;FAMILIAR;INFORMATIVO;ENTREVISTAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;22:30:00;23:00:00;00:30:00;ENTREVISTA;FAMILIAR;INFORMATIVO;ENTREVISTAS;NINGUNO;NO;NO;NO
Fundación para el Desarrollo Social Promover;805024229;TV Sin Animo de Lucro - Local Abierta;2022;1;2022-03-31;23:00:00;00:00:00;01:00:00;DOCUMENTALES CALITV REPETICIÓN;FAMILIAR;NO FICCIÓN;DOCUMENTALES;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:00:04;00:03:05;00:03:01;CONECTADOS ARTISTISTICAMENTE ;FAMILIAR;NO FICCIÓN;EDUCATIVO;TRANSCRIPCIÓN MANUAL;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:03:06;00:03:13;00:00:07;CABEZOTE CONECTADOS 2017;FAMILIAR;NO FICCIÓN;CABEZOTE CONECTADOS;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:03:13;00:06:11;00:02:58;CONECTADOS ARTISTISTICAMENTE ;FAMILIAR;NO FICCIÓN;EDUCATIVO;TRANSCRIPCIÓN MANUAL;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:06:12;00:06:19;00:00:07;CABEZOTE CONECTADOS 2017;FAMILIAR;NO FICCIÓN;CABEZOTE CONECTADOS;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:06:19;00:09:18;00:02:59;CONECTADOS ARTISTISTICAMENTE ;FAMILIAR;NO FICCIÓN;EDUCATIVO;TRANSCRIPCIÓN MANUAL;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:09:19;00:09:51;00:00:32;PROMO EXPECTATIVA 3 - RELATOS POR VENIR;FAMILIAR;NO FICCIÓN;PROMO;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:09:51;00:09:58;00:00:07;CABEZOTE CONECTADOS 2017;FAMILIAR;NO FICCIÓN;CABEZOTE CONECTADOS;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:09:59;00:12:57;00:02:58;CONECTADOS ARTISTISTICAMENTE ;FAMILIAR;NO FICCIÓN;EDUCATIVO;TRANSCRIPCIÓN MANUAL;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:12:57;00:13:04;00:00:07;CABEZOTE CONECTADOS 2017;FAMILIAR;NO FICCIÓN;CABEZOTE CONECTADOS;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:13:05;00:16:02;00:02:57;CONECTADOS ARTISTISTICAMENTE ;FAMILIAR;NO FICCIÓN;EDUCATIVO;TRANSCRIPCIÓN MANUAL;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:16:02;00:16:09;00:00:07;CABEZOTE CONECTADOS 2017;FAMILIAR;NO FICCIÓN;CABEZOTE CONECTADOS;NINGUNO;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:16:10;00:19:10;00:03:00;CONECTADOS ARTISTISTICAMENTE ;FAMILIAR;NO FICCIÓN;EDUCATIVO;TRANSCRIPCIÓN MANUAL;NO;NO;NO
Canal Capital;830012587;TV Pública - Regional Abierta;2022;1;2022-03-31;00:19:10;00:19:17;00:00:07;CABEZOTE CONECTADOS 2017;FAMILIAR;NO FICCIÓN;CABEZOTE CONECTADOS;NINGUNO;NO;NO;NO
